PLEDGE_ID,DONOR_ID,DONOR_TYPE,DONOR_FACULTY,DATE_PLEDGED,TOTAL_PLEDGE_AMT,AMOUNT_PAID_TO_DATE,REMAINING_BALANCE,PLEDGE_ALLOCATION_ID,ALLOCATION_DEPARTMENT,ALLOCATION_PURPOSE,SCHEDULED_PAYMENT_DATE,SCHEDULED_PAYMENT_AMOUNT,SCHEDULED_PAYMENT_STATUS
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290620,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290720,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290820,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290920,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291020,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291120,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291220,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20300120,20,U
316594,760825,Alumni,Engineering,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20300220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250320,20,P
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250420,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250520,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250620,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250720,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250820,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20250920,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20251020,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20251120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20251220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260320,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260420,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260520,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260620,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260720,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260820,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20260920,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20261020,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20261120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20261220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270320,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270420,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270520,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270620,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270720,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270820,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20270920,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20271020,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20271120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20271220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280320,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280420,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280520,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280620,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280720,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280820,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20280920,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20281020,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20281120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20281220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290320,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290420,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290520,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290620,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290720,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290820,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20290920,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291020,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20291220,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20300120,20,U
316600,25085,Alumni,Health Sciences,12/10/2024,1200,20,1180,U999A,Advancement Operations,Unrestricted,20300220,20,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20241223,25,P
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250323,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250423,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250523,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250623,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250723,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250823,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20250923,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20251023,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20251123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20251223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260323,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260423,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260523,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260623,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260723,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260823,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20260923,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20261023,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20261123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20261223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270323,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270423,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270523,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270623,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270723,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270823,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20270923,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20271023,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20271123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20271223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280323,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280423,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280523,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280623,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280723,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280823,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20280923,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20281023,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20281123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20281223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290123,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290223,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290323,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290423,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290523,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290623,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290723,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290823,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20290923,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20291023,25,U
316602,60012,Alumni,Social Sciences,12/10/2024,1500,25,1475,L300A,Library,Library,20291123,25,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250220,30,P
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250320,30,P
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250420,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250520,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250620,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250720,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250820,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20250920,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20251020,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20251120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20251220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260320,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260420,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260520,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260620,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260720,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260820,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20260920,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20261020,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20261120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20261220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270320,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270420,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270520,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270620,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270720,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270820,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20270920,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20271020,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20271120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20271220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280320,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280420,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280520,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280620,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280720,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280820,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20280920,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20281020,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20281120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20281220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290320,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290420,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290520,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290620,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290720,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290820,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20290920,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20291020,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20291120,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20291220,30,U
316604,817201,Alumni,Social Sciences,12/10/2024,1800,60,1740,C923A,Student Development,Community Service & Extension,20300120,30,U
316607,769957,Organization,Unknown,12/10/2024,3000,0,3000,S4809A,Social Sciences,Scholarships & Bursaries,20260131,600,U
316607,769957,Organization,Unknown,12/10/2024,3000,0,3000,S4809A,Social Sciences,Scholarships & Bursaries,20270131,600,U
316607,769957,Organization,Unknown,12/10/2024,3000,0,3000,S4809A,Social Sciences,Scholarships & Bursaries,20280131,600,U
316607,769957,Organization,Unknown,12/10/2024,3000,0,3000,S4809A,Social Sciences,Scholarships & Bursaries,20290131,600,U
316607,769957,Organization,Unknown,12/10/2024,3000,0,3000,S4809A,Social Sciences,Scholarships & Bursaries,20300131,600,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20241220,50,P
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250120,50,P
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250220,50,P
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250320,50,P
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250420,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250520,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250620,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250720,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250820,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20250920,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20251020,50,U
316653,785116,Alumni,Science,12/20/2024,600,200,400,S4849A,Student Development,Scholarships & Bursaries,20251120,50,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250215,20,P
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250315,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250415,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250515,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250615,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250715,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250815,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20250915,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20251015,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20251115,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20251215,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260115,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260215,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260315,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260415,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260515,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260615,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260715,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260815,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20260915,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20261015,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20261115,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20261215,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270115,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270215,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270315,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270415,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270515,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270615,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270715,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270815,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20270915,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20271015,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20271115,20,U
316657,852217,Alumni,Humanities,12/10/2024,1200,20,1180,C4693A,Student Development,Community Service & Extension,20271215,20,U
